title,description,Pattern Type,Difficulty,Sizes Included,Yarn Weight,Yarn Line,Yardage,Fiber Type,Needle / Hook Sizes,image_url,local_path,pattern_link
Moroccan Tile Pouffe & Cushionby Tiam Safari,"Inject some color and boho chic into your home with this duo of reversible Moroccan tile-inspired pieces, worked in bulky yarn and bright shades to add a quick spot of color to your decor. The Moroccan Tile Pouffe & Cushion is worked in a simple mandala with bobbles, scallops, surface crochet, and alternating basic crochet stitches used to create bold lines and contrast.",Crochet,Intermediate,"Pouffe: 20"" diameter, 16"" tall , Pillow: 12"" diameter",Bulky,,1632-3264,Acrylic,US N/P-15 (10mm) Crochet Hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58012220.jpg~w=1000,h=1000,v=1",../data/images\Moroccan_Tile_Pouffe__Cushionby_Tiam_Safari.jpg,https://www.crochet.com/moroccan-tile-pouffe-cushion/p/58012
Mosaic Crochet Tote Bagby Sara Dudek,"Use brightly colored yarn to create colorful geometric patterns using the mosaic crochet technique. You'll love the visual impact of this fun mosaic crochet tote bag and will want to take it everywhere. If you are new to mosaic crochet, this is the perfect chance to practice reading a mosaic crochet chart and implementing the mosaic technique into a fun and playful tote bag. Use basic single crochet stitches for the body of the bag and then work the mosaic technique to create the patterning at the top. Mix it up with fun colors if you're feeling playful.",Crochet,Intermediate,"17.5"" wide x 11.75"" high; handles 22"" long",Worsted,,600,Cotton,Size  I (5.5mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58067220.jpg~w=1000,h=1000,v=1",../data/images\Mosaic_Crochet_Tote_Bagby_Sara_Dudek.jpg,https://www.crochet.com/mosaic-crochet-tote-bag/p/58067
Mountain Meadow Cowl and Mittsby Jen Dwyer,"Designed for gentle walks in the woods with a steaming cup of coffee, the Mountain Meadows Cowl and Fingerless Mitts set features a traditional crochet stitch pattern in a modern color scheme. Waves of cream scallops alternate on a background of gradually darkening shades of brown. The cowl is worked in the round with yarn carried up each round, minimizing ends to weave in. The fingerless mitts are worked in rows beginning with ribbing. A simple increase on each end creates the thumbhole before finishing the finger area.",,Intermediate,Cowl & Mitts,Fingering,,1155,Wool,US D/3 (3.25mm) Crochet Hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58033220.jpg~w=1000,h=1000,v=1",../data/images\Mountain_Meadow_Cowl_and_Mittsby_Jen_Dwyer.jpg,https://www.crochet.com/mountain-meadow-cowl-and-mitts/p/58033
Mountain Top Cardiganby Two of Wands,"Head to such great heights with the Mountaintop Cardigan. Chunky crochet gives this sweater coat a structured, protective silhouette that's jazzed up with fun colorwork and pockets. To support our Independent Designers , this pattern is excluded from promotions.",Crochet,Easy,"XS - 22"" back width, Sm - 26"" back width, M - 26"" back width, L - 28.75"" back width, XL - 30.25"" back width, 2XL - 32"" back width, 3XL - 34.5"" back width, 4XL - 36.25"" back width",Bulky,,1233-2466,Wool,Size N/P (10mm): hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58220220.jpg~w=1000,h=1000,v=1",../data/images\Mountain_Top_Cardiganby_Two_of_Wands.jpg,https://www.crochet.com/mountain-top-cardigan/p/58220
Multi Chevron Dishclothby Sara Dudek,Use basic tapestry crochet to create a fashion-forward look when you use Dishie Multi yarn. Its variegated color palettes bring a surprise element when used to create a stylish chevron pattern.,Crochet,Intermediate,"9"" square",Worsted,,380,Cotton,Size I/9 (5.5mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58088220.jpg~w=1000,h=1000,v=1",../data/images\Multi_Chevron_Dishclothby_Sara_Dudek.jpg,https://www.crochet.com/multi-chevron-dishcloth/p/58088
Multiverse Colorwork Hatby WeCrochet Design Team,"Did you know that you can use your crochet skills to create a traditional multicolor hat? Simply choose your colorwork pattern, gather your yarn, and off you go! This hat begins with the ribbed brim worked sideways. The ribbed section is seamed to create a ring, and then stitches are picked up along one side and worked upwards to the crown.",Crochet,Intermediate,"Version 1, Version 2, Version 3, Version 4",Fingering,,462-1386,Wool,Size F/5 (3.75mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58158220.jpg~w=1000,h=1000,v=1",../data/images\Multiverse_Colorwork_Hatby_WeCrochet_Design_Team.jpg,https://www.crochet.com/multiverse-colorwork-hat/p/58158
Nacelle Project Basketby Tiam Safari,"Inspired by boho-style woven handbags and baskets from the island of Mallorca, this crochet pom-pom basket is perfect for storing your projects in a chic way and will be a fun and timeless addition to your home decor. Holding DK weight yarn tripled, this basket is worked in the round over three strands of super bulky yarn to provide body and structure. The handles are worked into the top of the basket, and the optional pompoms are sewn on at the end.",Crochet,Intermediate,10'' diameter x 15'' high,"DK, Super Bulky",,993,Cotton,Size I/9 (5.5mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58113220.jpg~w=1000,h=1000,v=1",../data/images\Nacelle_Project_Basketby_Tiam_Safari.jpg,https://www.crochet.com/nacelle-project-basket/p/58113
Nanala Hatby Leshia Tweddle,"Add a gorgeous and functional accessory to every outfit this spring and summer. The Nanala Hat is worked in rounds from the top down. The front post stitch swirl pattern and hat band bobble stitches create interesting textural details, while the wide brim will keep you shaded and comfortable. YARN Cotlin (DK, 70% Tanguis Cotton, 30% Linen; 123yards/100g) Conch 25776, 4 skeins",Crochet,Intermediate,"Inner band circumference, 21.25 x 6.75 length, brim depth 3.25, Inner band circumference, 22.5 x 7.25"" length, brim depth 3.25","DK, Worsted",,492,Cotton,US E/4 (3.5mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/56360220.jpg~w=1000,h=1000,v=1",../data/images\Nanala_Hatby_Leshia_Tweddle.jpg,https://www.crochet.com/nanala-hat/p/56360
Newlywed Bannerby Dawn Curran,"Inspired by the chic and creative boho wedding trend, this Newlywed Banner is one element you can add to your d é cor that will help make the day romantic and memorable. The pattern incorporates intarsia crochet to create the letters to spell MR & MRS (or mix and match to fit your preferred titles). A lace panel is worked along the lower edge of the flag and is finished with a picot border. Each flag is worked separately, making it an accessible project for crochet makers.",,Intermediate,"Each flag measures 5.25"" wide x 7.25"" long at long",Fingering,,540,Cotton,Sizes C/2 (2.75mm) & E/4 (3.5mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58048220.jpg~w=1000,h=1000,v=1",../data/images\Newlywed_Bannerby_Dawn_Curran.jpg,https://www.crochet.com/newlywed-banner/p/58048
Newport Toteby Kathleen Berlew,"Nautical stripes in a classic palette make this tote perfect for accessorizing on ship or shore. Its roomy interior provides ample space for stowing beach reads and other summer essentials. A pocket on the tote’s front adds extra storage and a splash of color. Dishie™ (worsted, 100% cotton; 190yds/100g): MC Navy 26670; 2 balls C1 White 28150; 2 balls C2 Clementine 25403; 1 ball",Crochet,Intermediate,"16"" High x 14.5"" Wide",Worsted,,950,Cotton,G/6 (4mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58300220.jpg~w=1000,h=1000,v=1",../data/images\Newport_Toteby_Kathleen_Berlew.jpg,https://www.crochet.com/newport-tote/p/58300
Next To You Shawlby Lion Brand,The Next to You Shawl is a crochet shawl pattern made with lightweight (3) yarn that has an easy skill level.,,,"19.5"" x 60""",DK,,232,,I/9 (5.5mm): crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/n7221.jpg~w=1000,h=1000,v=1",../data/images\Next_To_You_Shawlby_Lion_Brand.jpg,https://www.crochet.com/next-to-you-shawl/p/N7221
Nice-n-Easy  Cloth Patternby Beth Major,"Create a quick and easy cloth for the spa or for the kitchen, this pattern will become your go-to for a last minute gift.",,Intermediate,"10"" Square, approximately",Sport,,110,Cotton,Size G/6 (4mm): crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/55839220.jpg~w=1000,h=1000,v=1",../data/images\Nice-n-Easy__Cloth_Patternby_Beth_Major.jpg,https://www.crochet.com/nice-n-easy-cloth-pattern/p/55839
Nightfall Sweaterby Natasha Robarge,"Inspired by the curve of a classical vase with ornate decorations, the Nightfall Sweater features an array of light cables against a chain mesh background. Loose fit and high hip length make this sweater an easy layering companion for a variety of outfits. The cables create texture and do not weigh down the fabric, and the fabric grows quickly with tall stitches and sport weight yarn. The sweater is worked in two pieces from the bottom up. Ribbing is worked with a smaller hook for slight shaping. The front and back are split in half in the middle for the neck and worked straight up. When the halves part, they create a v-neck opening, shoulder slopes, and a slight hi-lo effect at the hem. Shoulders are seamed. Drop-shoulder sleeves are worked separately and seamed to the body. The height of the post stitches is varied to achieve an airy elongated look and balance gauge across different sections. Sizes are graded by adding extra stitches to side borders and/or additional narrow cables.",Crochet,Advanced,"39"" finished chest measurement, 42.5"" finished chest measurement, 46.5"" finished chest measurement, 50"" finished chest measurement, 54.5"" finished chest measurement, 58"" finished chest measurement",Sport,,917-1441,Wool,U.S. size G/4 (4 mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58085220.jpg~w=1000,h=1000,v=1",../data/images\Nightfall_Sweaterby_Natasha_Robarge.jpg,https://www.crochet.com/nightfall-sweater/p/58085
Ocean Breeze Basket Setby Iassia Kryvonos,"This decorative set of woolen baskets with eye catching puff edging are great all by themselves, not just for storage use. The baskets are stackable and sturdy enough to stand on their own when empty. Double-stranded yarn allows creating fun speckles in tonal or contrasting color on outer bottom and sides. Puffs and inner bottom are made in contrasting color for extra appeal. Both Baskets are worked with two strands of yarn held together (double-stranded). C1 and C2 may be worked in two strands of same or different colors. Both Baskets have double layer bottom.",Crochet,Intermediate,"Small Basket: 6"" Diameter x 6"" High, Large Basket: 8"" Diameter x 4.5"" High",Worsted,,330-440,Wool,G/6 (4.0mm) & H/8 (5.0mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/55069220.jpg~w=1000,h=1000,v=1",../data/images\Ocean_Breeze_Basket_Setby_Iassia_Kryvonos.jpg,https://www.crochet.com/ocean-breeze-basket-set/p/55069
Olivebridge Zigzag Scarfby Two of Wands,"Classic crochet zigzag stitches are presented in bold, seasonal colors to welcome the colors of fall. Choose the sample palette or go wild with one that matches your personality or wardrobe!",Crochet,Easy,"12"" x 96""",Bulky,,959,Acrylic,US L/11 (8mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/n8175.jpg~w=1000,h=1000,v=1",../data/images\Olivebridge_Zigzag_Scarfby_Two_of_Wands.jpg,https://www.crochet.com/olivebridge-zigzag-scarf/p/N8175
Ollie Bibby Amy Polcyn Niezur,A quick-to-stitch bib using a modified chevron pattern creates a fun and unique shape. The adjustable strap allows the bib to fit a variety of sizes. One skein of each color is enough to stitch multiple versions!,,Intermediate,"7.5"" Wide x 5"" Long - solid, 7.5"" Wide x 5"" Long - multi",DK,,123-369,Cotton,US G/6 (4.00mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/56371220.jpg~w=1000,h=1000,v=1",../data/images\Ollie_Bibby_Amy_Polcyn_Niezur.jpg,https://www.crochet.com/ollie-bib/p/56371
On Track Triangle Wrapby Two of Wands,imple textures and lace stitches combine to form this elegant wrap that’s perfect for that crisp fall weather. Wear it draped over the shoulders or bundled around the neck with the point in front for two different looks!,Crochet,Easy,"68"" wide x 32""",Bulky,,822,,N/P/15 (10mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/n8176.jpg~w=1000,h=1000,v=1",../data/images\On_Track_Triangle_Wrapby_Two_of_Wands.jpg,https://www.crochet.com/on-track-triangle-wrap/p/N8176
Opposites Attract Kerchiefby Two of Wands,Dueling stripes and color blocking adds a split personality to this chic otherwise minimalist kerchief. Wrap it in a variety of ways to show off the different sides.,,Intermediate,One size,"Bulky, Worsted",,492,Acrylic,I /5.5 mm crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/18791220.jpg~w=1000,h=1000,v=1",../data/images\Opposites_Attract_Kerchiefby_Two_of_Wands.jpg,https://www.crochet.com/opposites-attract-kerchief/p/18791D
Orbital Dishclothby Stacey Winklepleck,"This is an easy crochet pattern, perfect for beginners looking to move past granny squares. You will only need to know magic circle, double crochet, half double crochet, and increasing. For a solid-colored dishcloth, work every round in the same color, or mix it up and switch colors every round for a striped dishcloth. Each dishcloth takes less than a skein of Dishie - you can get one striped and 2 solid dishcloths out of 2 skeins. Finished size: 10.5"" diameter",Crochet,Easy,3 dishcloths,Worsted,,380,Cotton,US 7 (4.5mm): crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/55542220.jpg~w=1000,h=1000,v=1",../data/images\Orbital_Dishclothby_Stacey_Winklepleck.jpg,https://www.crochet.com/orbital-dishcloth/p/55542
Owl and Bird Keychainby Iassia Kryvonos,"Keep the playful and vibrant spirit of summer throughout the year! Owl and Birdie will cheer you up no matter the season or weather. With a keychain on top, toys make adorable bag charms. An optional decorative tassel or additional keychain may be attached to the birds looped feet.",,Intermediate,One size,Worsted,,162,Acrylic,"E/3.5mm, G/4mm crochet hooks","https://d2q9kw5vp0we94.cloudfront.net/i/_/big/54009220.jpg~w=1000,h=1000,v=1",../data/images\Owl_and_Bird_Keychainby_Iassia_Kryvonos.jpg,https://www.crochet.com/owl-and-bird-keychain/p/54009D
